safegraph_place_id,location_name,street_address,city,region,postal_code,naics_code,safegraph_brand_ids,date_range_start,date_range_end,poi_cbg,latitude,longitude,visitor_home_cbgs,x181050002011_visits,x181050002012_visits,x181050002013_visits,x181050002021_visits,x181050002022_visits,x181050003014_visits,x181050003021_visits,x181050007003_visits,x181050012002_visits,x181050012005_visits,x181050013014_visits,x181050014012_visits,x181050016001_visits,x181050016002_visits,x181050016003_visits
sg:53114e77f06745fabc4d5f25e3dc2bd8,El Ranchero,110 E Winslow Rd,Bloomington,IN,47401,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011021,39.135711,-86.529424,"{""181050011021"":30,""181050011031"":10,""181050003012"":8,""180559547012"":7,""181050010024"":6,""181050011022"":6,""181050011032"":5,""181050015012"":5,""181050006021"":4,""181050009034"":4,""181050006012"":4,""181050014024"":4,""181050015011"":4,""181050012002"":4,""181050015013"":4,""181050012005"":4,""181050004021"":4,""181050004011"":4,""181050010021"":4,""181050008001"":4,""181050010022"":4,""181050009032"":4}",,,,,,,,,4,4,,,,,
sg:e211e8749cf145489998c4acbe9c6649,Peach Garden,536 S College Ave,Bloomington,IN,47403,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050003011,39.159666,-86.53512,"{""181050006011"":13,""181050004021"":6,""181050011011"":4,""391199113002"":4,""181050006021"":4,""180559551003"":4,""181050004012"":4,""181670015004"":4,""181050004011"":4,""180559548001"":4,""181050005012"":4,""181050006022"":4,""181050016001"":4,""181050009012"":4,""180719679012"":4,""181050003011"":4,""181050013041"":4,""181050001002"":4,""181339565001"":4}",,,,,,,,,,,,,4,,
sg:e3611e7667c44268931a197fde5eed4e,Fazoli's,315 S College Mall Rd,Bloomington,IN,47401,722511,SG_BRAND_731831cb47dd1858dbdcf06e3b19aec8,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009041,39.163447,-86.497699,"{""181050008004"":7,""181050013032"":5,""181050006022"":5,""180559548002"":5,""181050013011"":5,""180816101003"":5,""181199559001"":4,""181050006021"":4,""181819586005"":4,""181630102035"":4,""180559551003"":4,""180939506001"":4,""181050004021"":4,""181050010012"":4,""180559547013"":4,""181050012005"":4,""181050012001"":4,""181050013042"":4,""180279543005"":4,""180939504001"":4,""180939510001"":4,""180939505004"":4,""181050015022"":4,""181050015013"":4,""181050015021"":4,""181050013051"":4,""181050009034"":4,""181050014024"":4,""180139748003"":4,""181050014025"":4,""181050010023"":4,""181050005013"":4,""181670106002"":4,""181050007002"":4,""181050011022"":4,""181199559003"":4,""181050005012"":4,""181050013043"":4,""181050006012"":4,""181050010021"":4,""181095104022"":4,""180559547012"":4,""181050005021"":4}",,,,,,,,,,4,,,,,
sg:955a6fbc77014ffdad79ee32cf6d3a9d,Outback Steakhouse,3201 W 3rd St,Bloomington,IN,47404,722511,SG_BRAND_bbda8c58ab2c6658e3afa3d31a8486f1,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050005012,39.164094,-86.575154,"{""181050013011"":7,""181050009033"":6,""181050005013"":5,""180559547021"":4,""181050013031"":4,""180559554002"":4,""181050012001"":4,""181095110003"":4,""180559547011"":4,""181050011022"":4,""120710502091"":4,""180939504001"":4,""181050014011"":4,""181050010011"":4,""180559547012"":4,""180210405002"":4,""181199559002"":4,""181095110002"":4,""180050108003"":4,""261179705003"":4,""181050005022"":4,""181050016002"":4,""180939507005"":4,""181050005021"":4,""181199558004"":4,""181199557004"":4,""181050011032"":4}",,,,,,,,,,,,,,4,
sg:2cb8eca0ff054c44aa5e7be3dadd4a5a,Eddy's Sports Pub,9105 E 56th St Ste A,Indianapolis,IN,46216,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180973906001,39.85414,-86.007635,"{""180973308061"":4,""180319692002"":4,""181050012002"":4}",,,,,,,,,4,,,,,,
sg:ccaae59f191a4d36972f41065a1bf2d1,Butch's Grillacatessen & Eatzeria,120 E 7th St,Bloomington,IN,47408,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050001001,39.168315,-86.532715,"{""181199555001"":4,""180973544001"":4,""181050010011"":4,""180571110072"":4,""181050016002"":4,""481130088012"":4,""181050001002"":4}",,,,,,,,,,,,,,4,
sg:05e55cc2396648adb8f58fadbc6337d6,Black Metal BBQ,2352 S West St,Indianapolis,IN,46225,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180973580002,39.73353,-86.168693,"{""080690017091"":12,""130970801022"":8,""390539539001"":4,""311530106291"":4,""410430201004"":4,""450790117011"":4,""371190055245"":4,""390230022005"":4,""181439669002"":4,""181050007003"":4,""360999501001"":4,""171978829002"":4,""010439655001"":4,""180973904021"":4,""211450311002"":4,""210930003003"":4,""180973404001"":4,""480291314021"":4,""180973574001"":4,""121270822013"":4,""390490088121"":4,""180973580002"":4,""400836004004"":4,""290970104002"":4,""050070211014"":4,""170318283002"":4,""371910001011"":4,""120990019042"":4,""180973801002"":4,""131559501002"":4,""270531261002"":4,""120950169021"":4,""120850014061"":4,""120530402023"":4,""400272013014"":4,""040131125142"":4,""181670107011"":4,""371190056041"":4}",,,,,,,,4,,,,,,,
sg:33bb0fd2f4304ca59daebfb1bb2123af,Pizza X,877 S College Mall Rd,Bloomington,IN,47401,722511,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009041,39.156813,-86.497055,"{""181050010011"":6,""181050014012"":4,""181050014025"":4,""181050005011"":4,""181050005013"":4,""180939508001"":4,""181050009031"":4}",,,,,,,,,,,,4,,,
sg:4072707943af4e128a146d92611bd78b,Taco Bell,3702 W 3rd St,Bloomington,IN,47404,722513,SG_BRAND_748ba381dd81bb8de615319837ffa350,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013013,39.165012,-86.580662,"{""181050005012"":12,""181050005011"":11,""180559547022"":11,""181050004013"":10,""181050004021"":10,""181050013011"":10,""181050012001"":10,""181050013043"":8,""181050005023"":8,""181050005021"":8,""180559547014"":8,""181050010012"":7,""180559547012"":7,""181050012003"":7,""181050012005"":7,""181050013014"":6,""181050013013"":6,""180559547011"":6,""181050005013"":6,""181199555001"":6,""180559549004"":5,""181050013031"":5,""181199559003"":5,""181050010024"":5,""180559548004"":5,""181050014012"":4,""181050006012"":4,""211110127013"":4,""181050013041"":4,""181050011013"":4,""180559548001"":4,""181050013051"":4,""181050013042"":4,""181050004022"":4,""180939508003"":4,""180939506003"":4,""180350016002"":4,""181050013033"":4,""181050015013"":4,""180719682002"":4,""181050010021"":4,""180939505001"":4,""290190018051"":4,""180973812014"":4,""180559547013"":4,""181050007003"":4,""181050011012"":4,""181050006011"":4,""181050012002"":4,""181050014011"":4,""180939505002"":4,""420430225011"":4,""181050011033"":4,""120210104151"":4,""181050004011"":4,""181050015021"":4,""181050011031"":4,""181050013032"":4,""181050006022"":4,""180559547021"":4,""181050014023"":4,""181050007002"":4,""181199559002"":4,""181670112002"":4,""181050011011"":4,""181050013012"":4,""181019501001"":4,""181259541002"":4,""180559554002"":4,""181050008004"":4,""181050012006"":4,""180670101004"":4}",,,,,,,,4,4,7,6,4,,,
sg:568536255e764454a205b30e9e806aa3,Arby's,3601 W State Road 46,Bloomington,IN,47404,722513,SG_BRAND_f004042e34f9a89a218a216365ccd2c4,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013051,39.210231,-86.583906,"{""181050013011"":35,""181050013043"":24,""181050013032"":22,""181050013031"":12,""181050013033"":10,""181199557001"":9,""181199559001"":9,""181050013012"":9,""181050007003"":9,""181050013051"":9,""181199558003"":8,""181199558002"":6,""181050013042"":6,""181199557002"":5,""181199557004"":5,""181199558001"":5,""181050007002"":5,""181199558004"":5,""180050108003"":5,""181199559003"":5,""181199559002"":5,""181050008004"":4,""181050013041"":4,""181050014022"":4,""181199556003"":4,""180594103004"":4,""181199555001"":4,""181630102031"":4,""181050001003"":4,""181050011031"":4,""181199555002"":4,""181095110004"":4,""181050005013"":4,""180939506001"":4,""181050014021"":4,""181095106003"":4,""181050013014"":4,""181050011022"":4,""180559548002"":4,""181050011033"":4,""181050015013"":4,""181050014025"":4,""180939507001"":4,""180719675003"":4,""180632107001"":4,""181050007001"":4,""180950119002"":4,""181050012001"":4,""180939513004"":4,""180559547022"":4,""180559547012"":4,""180973801001"":4}",,,,,,,,9,,,4,,,,
sg:3f83c14b662448b0b606d8ff9821b517,Taco Bell,3811 W State Road 46,Bloomington,IN,47404,722513,SG_BRAND_748ba381dd81bb8de615319837ffa350,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013051,39.211347,-86.586056,"{""181050013011"":31,""181050013032"":21,""181050013033"":18,""181050013043"":17,""181050013031"":15,""181050013051"":14,""181199557002"":10,""181199559001"":9,""181050013014"":9,""181050013012"":8,""181050013041"":8,""181050007003"":7,""181199558001"":7,""180559547022"":5,""181199555002"":5,""181050006012"":4,""181199558002"":4,""181050015013"":4,""181199558003"":4,""211110124092"":4,""181050014011"":4,""181179514003"":4,""181050015021"":4,""181050014012"":4,""181050005013"":4,""181379686003"":4,""181199557004"":4,""181050012001"":4,""181095108003"":4,""180816107014"":4,""181050011033"":4,""181199555001"":4,""181050013042"":4,""181050005021"":4,""181199556001"":4,""181050012005"":4,""181095104023"":4,""181050005012"":4,""180559547012"":4,""180816108013"":4,""180559547014"":4,""180950106006"":4}",,,,,,,,7,,4,9,4,,,
sg:83d4d9af5e434eb080324b4fe0e5592e,Erbert & Gerbert's,150 N Rose Ave,Bloomington,IN,47406,722513,SG_BRAND_a1dce3387cad75f7701366fe0b86f2f4,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050002021,39.166138,-86.510364,"{""181050006021"":4,""181050015012"":4,""181199558001"":4,""181050009011"":4,""181050008002"":4,""180118104001"":4,""181050012002"":4}",,,,,,,,,4,,,,,,
sg:dc6f70c89031419483b7b84c712a03d8,Long John Silver's,3811 W 3rd St,Bloomington,IN,47404,722513,SG_BRAND_290f637801d52214fff348be4e835e80,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050005012,39.164333,-86.581169,"{""181050013011"":13,""181050013032"":10,""181050005013"":10,""181050005011"":10,""181050005012"":9,""181050015013"":8,""181199559003"":8,""181050013031"":8,""181050013042"":7,""181199557002"":6,""181050012003"":5,""181050014023"":5,""181050013012"":5,""181050004013"":5,""181050012005"":4,""181050013041"":4,""181050004011"":4,""181050007003"":4,""181050008001"":4,""181050009034"":4,""181050012006"":4,""181050013013"":4,""181095107012"":4,""181050005023"":4,""181050011032"":4,""181199557001"":4,""181050011022"":4,""181199558001"":4,""180816105001"":4,""180939512003"":4,""181050004021"":4,""181050008004"":4,""181050011011"":4,""181050012001"":4,""181050006021"":4,""181050013051"":4,""181050013033"":4,""181050011033"":4,""181050015011"":4,""181050006012"":4,""181050012002"":4,""180973203032"":4,""180839551001"":4,""181050006022"":4,""180559547014"":4,""181050013043"":4,""181050011031"":4}",,,,,,,,4,4,4,,,,,
sg:c203d3d55dd7438bb5500b82b9346979,Wendy's,4001 S Old State Road 37,Bloomington,IN,47401,722513,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011031,39.121098,-86.530789,"{""181050015011"":33,""181050011031"":31,""181050015013"":30,""181050015012"":25,""181050011022"":24,""181050015022"":18,""181050011032"":17,""181050015021"":16,""181050010024"":15,""181050004021"":14,""181050010022"":10,""181050010021"":10,""181050012005"":9,""181050012002"":8,""181050011021"":8,""180939505001"":7,""180939506001"":7,""180939506003"":6,""181050011013"":6,""181050011014"":6,""181050014025"":6,""181050008001"":6,""181050013011"":5,""181050011033"":5,""180139747002"":5,""181050012001"":5,""181050013043"":4,""181050005022"":4,""181050009012"":4,""180939509002"":4,""181179514002"":4,""180939506004"":4,""181050010023"":4,""181050013051"":4,""181050005023"":4,""181050010013"":4,""181050006012"":4,""180571111011"":4,""181050004013"":4,""180939511002"":4,""180559547014"":4,""180632101023"":4,""181050009042"":4,""180816107012"":4,""180939512002"":4,""180559547013"":4,""181199558001"":4,""180939505003"":4,""181050013013"":4,""181050011012"":4,""181050013031"":4,""181050010011"":4,""181050011011"":4,""180030102011"":4,""181050013042"":4,""181050012003"":4,""181199559003"":4,""181050012006"":4,""181179513003"":4,""181050003011"":4,""180939504003"":4,""181050012004"":4,""180939510003"":4,""181050005011"":4}",,,,,,,,,8,9,,,,,
sg:f83d14a5214145b5b44bfa5f636c1018,Arby's,2713 E 3rd St,Bloomington,IN,47401,722513,SG_BRAND_f004042e34f9a89a218a216365ccd2c4,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009031,39.164608,-86.496844,"{""180594104002"":8,""180939505001"":6,""181050004021"":5,""181050009034"":5,""181050010011"":5,""180816101003"":4,""180559551002"":4,""181050009043"":4,""181050013051"":4,""181095106002"":4,""181050011032"":4,""180379534004"":4,""181050009012"":4,""181050015021"":4,""181050015013"":4,""181050008001"":4,""181050014025"":4,""180559554002"":4,""181050013033"":4,""181050012002"":4,""181050008004"":4,""181050003011"":4,""180939512004"":4,""181050009042"":4,""181050014022"":4,""181050010012"":4,""181050011014"":4,""181199555002"":4,""181050014024"":4,""181050013032"":4,""180719681001"":4,""181050014023"":4,""180659759002"":4,""181050015022"":4}",,,,,,,,,4,,,,,,
sg:d986377d0a9a48e8a87e1b8daebe7ed3,Wendy's,3285 W Jacob Dr,Bloomington,IN,47404,722513,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013013,39.165265,-86.575429,"{""181050013032"":21,""181050013011"":21,""181050004013"":14,""181050012001"":11,""181050013014"":11,""181050013051"":10,""181050004021"":10,""180559547022"":10,""181050013033"":9,""181050013043"":9,""181050013042"":8,""181050007002"":8,""181050008004"":8,""181050006012"":8,""181050005013"":8,""181050013031"":7,""180559547011"":7,""180559547014"":7,""181050005011"":7,""181050005023"":7,""180939506003"":6,""181050012003"":6,""181050005012"":6,""181095104012"":6,""181050001002"":6,""181050012006"":5,""181050004011"":4,""180939507001"":4,""180973801003"":4,""180939510003"":4,""180571103002"":4,""180559547012"":4,""471670403041"":4,""181050016001"":4,""181050013013"":4,""180939510002"":4,""181050005021"":4,""181050012005"":4,""181050014021"":4,""181199558001"":4,""180559547021"":4,""180939512002"":4,""181339564001"":4,""180632106041"":4,""181095107023"":4,""181050006022"":4,""181050011014"":4,""181050011022"":4,""180379538005"":4,""181050015013"":4,""181050005022"":4,""180939506004"":4,""181050011021"":4,""483090034004"":4,""181050013012"":4,""181730303001"":4,""181050014011"":4,""181339565003"":4,""181050015012"":4,""180559554002"":4,""180559547013"":4,""181050014012"":4,""181199556003"":4,""180139747003"":4,""181050010024"":4,""181050015021"":4,""181095107024"":4}",,,,,,,,,,4,11,4,4,,
sg:79525f13c8734833ae3fcc00b805640f,Burger King,3750 W 3rd St,Bloomington,IN,47404,722513,SG_BRAND_60d8d6d29e2c4b14f4ea1983baefd36e,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013013,39.164964,-86.581452,"{""181050005012"":15,""181050013011"":15,""181050013032"":13,""180559547021"":11,""181050005023"":10,""181050012006"":9,""181050004013"":9,""180559547011"":9,""181050013051"":9,""181050013043"":8,""180559547014"":7,""181050013013"":7,""181050013014"":7,""181050016001"":6,""181050012001"":6,""181050012003"":6,""181050013033"":6,""181095110005"":6,""181050006022"":5,""181050004021"":5,""181199559003"":5,""180559547012"":5,""181050014025"":4,""180559548004"":4,""180816106044"":4,""180559554003"":4,""181050012002"":4,""181050006012"":4,""181050005013"":4,""181050014021"":4,""180559547013"":4,""180559551004"":4,""180559551002"":4,""181050003012"":4,""181050006011"":4,""181199557004"":4,""180559547022"":4,""180279545001"":4,""181050007003"":4,""181050013042"":4,""181050005011"":4,""180559548001"":4,""181199558001"":4,""181050015013"":4,""181050003011"":4,""180632107001"":4,""181050011031"":4,""181050014012"":4,""181050015022"":4,""181050014023"":4,""181199556003"":4,""180939506003"":4,""181050013012"":4}",,,,,,,,4,4,,7,4,6,,
sg:2dc59055d09247a8a130f00967714c8d,McDonald's,4941 Knights Way,Indianapolis,IN,46217,722513,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180973801003,39.693091,-86.187492,"{""180973801003"":110,""180973801001"":9,""180973811012"":7,""180816106044"":7,""180973614002"":7,""180973903003"":7,""180973801002"":6,""180973424001"":5,""180571105081"":5,""350430107191"":5,""180050113005"":5,""470730505021"":5,""180973402012"":5,""180571101003"":5,""401091080112"":5,""180973904032"":5,""130630405101"":4,""180973904043"":4,""181095110002"":4,""180973407002"":4,""180973902001"":4,""180594101004"":4,""180973904052"":4,""180479697001"":4,""180973703021"":4,""180816101004"":4,""181339566003"":4,""180632106042"":4,""180816104032"":4,""180973804031"":4,""180139749002"":4,""060710127001"":4,""180118105003"":4,""180973581003"":4,""180319694004"":4,""171830101003"":4,""180973811023"":4,""180973417004"":4,""180816107021"":4,""471759250001"":4,""181410117024"":4,""180816102011"":4,""181050012005"":4,""180973812014"":4,""180159596003"":4,""450119705002"":4,""180950103002"":4,""180973702021"":4,""181339565003"":4,""180279543005"":4,""180816114001"":4,""181050014012"":4,""180816106041"":4,""484790017111"":4,""180939505003"":4,""180071001002"":4,""360811163001"":4,""484391060012"":4,""180973901013"":4,""180973904041"":4,""180973605021"":4,""180659755001"":4,""180879703004"":4,""180973812012"":4,""200119558004"":4,""180973806001"":4,""181650201003"":4,""180816107012"":4,""180973306004"":4,""040131152003"":4,""260992309002"":4,""180632107001"":4,""391034110011"":4,""180973702012"":4,""180973569002"":4,""181095106001"":4,""180973702011"":4,""180571108061"":4,""180950020002"":4,""180973401022"":4,""180118101001"":4,""180973804021"":4,""180118103001"":4,""180973702024"":4,""181095110001"":4,""120110401012"":4,""181095107021"":4,""180973101041"":4,""181095106002"":4,""181339561001"":4,""211110091061"":4,""180973810011"":4,""211279305002"":4,""180594109003"":4,""180973612003"":4,""180816106031"":4,""260770019061"":4,""180973812011"":4,""180839556003"":4,""180816106052"":4,""180973614003"":4,""181457105002"":4,""181095106004"":4,""181095104022"":4,""300810004012"":4,""181270507022"":4,""180973101052"":4,""180973564001"":4,""180973423003"":4,""181095101002"":4,""181095104012"":4,""290718005003"":4,""180632102021"":4,""180973581002"":4,""180973811021"":4,""180571108081"":4}",,,,,,,,,,4,,4,,,
sg:c9fce20abd294ffea879522a8ba97960,Chick-fil-A,3020 E 3rd St College Mall Pad,Bloomington,IN,47401,722513,SG_BRAND_4b56bb21dd2aebd521e2ffff47f524fb,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050009041,39.163948,-86.493502,"{""181050013011"":30,""181050010011"":19,""181050004013"":16,""181050015012"":15,""181050013032"":14,""181050012005"":13,""181050009034"":13,""181050013051"":13,""181050004021"":13,""181050013033"":13,""181050014011"":12,""181050016001"":12,""181050008004"":11,""181050006021"":11,""181050014023"":11,""181050011022"":11,""180939506003"":11,""181050013043"":10,""181095107013"":10,""181050011031"":10,""181050015022"":9,""181050011021"":9,""181050011014"":9,""181050016002"":9,""181050001003"":9,""181050010013"":9,""181050008001"":9,""181050005021"":8,""181050005013"":8,""180559547022"":8,""181050015021"":8,""181050011032"":8,""181050015011"":7,""181050009041"":7,""181050007003"":7,""180939504001"":7,""181050010024"":7,""181050010022"":7,""181050014022"":7,""180939505002"":7,""181050013012"":7,""181050013031"":7,""180939512002"":7,""181050003011"":6,""181050005011"":6,""181050004011"":6,""180939505003"":6,""181050001002"":6,""180939505001"":6,""181050015013"":5,""180139749001"":5,""181050013042"":5,""180139748003"":5,""181199559003"":5,""181050009031"":5,""181050012001"":5,""180939506002"":5,""181050014012"":5,""181179513003"":5,""180939507001"":5,""181050003014"":5,""180939506004"":5,""181050014025"":5,""181050006012"":5,""181050003013"":5,""180973703011"":4,""181050009043"":4,""120860001091"":4,""180973803003"":4,""180379538005"":4,""180139748001"":4,""180559547012"":4,""181199558002"":4,""181199556003"":4,""180139747001"":4,""180559547013"":4,""180571105111"":4,""181199559001"":4,""181050013014"":4,""180939507002"":4,""181050008003"":4,""180939513004"":4,""181050007001"":4,""180559553004"":4,""180939509002"":4,""180559548004"":4,""181095107021"":4,""181050012006"":4,""180973811023"":4,""181050009032"":4,""181790404002"":4,""181179516001"":4,""181050005012"":4,""181050003024"":4,""181095110004"":4,""181050008002"":4,""180559547021"":4,""181050012004"":4,""180571109031"":4,""180430710051"":4,""180050114002"":4,""181050003023"":4,""180571105062"":4,""180816101003"":4,""181050004022"":4,""180939508001"":4,""180939504002"":4,""390279651002"":4,""180139747003"":4,""180939512001"":4,""181095106004"":4,""180559551003"":4,""181050009033"":4,""180632104004"":4,""180973812012"":4,""180379533003"":4,""180939510004"":4,""181050001001"":4,""180139749003"":4,""181050010023"":4,""181050011012"":4,""181199555002"":4,""180816107021"":4,""180279543001"":4,""181050009012"":4,""180719680003"":4,""181050009042"":4,""181630105006"":4,""180050114003"":4,""180939508002"":4,""181095107012"":4,""181179513001"":4,""180050114001"":4,""180118106051"":4,""180910414002"":4,""180050115004"":4,""181050012002"":4,""180939509001"":4,""470890701004"":4,""180559549001"":4,""181199558001"":4,""180939509003"":4,""181095110001"":4,""181050011013"":4,""180594108002"":4,""181050014021"":4,""181179514002"":4,""180939510001"":4,""181050013041"":4,""180939506001"":4,""180816104042"":4,""261251510002"":4,""180050110001"":4,""181199558004"":4,""181050011033"":4,""181570102041"":4,""181050010012"":4,""180571104031"":4,""180779663001"":4,""180559547011"":4,""180350026013"":4,""180939505004"":4,""181095102023"":4,""181050007002"":4,""181050009011"":4,""181410113023"":4}",,,,,,5,,7,4,13,4,5,12,9,
sg:d89a4258f1f14a1f892cfe69450a7a8e,Starbucks,1921 S Walnut St,Bloomington,IN,47401,722515,SG_BRAND_f116acfe9147494063e58da666d1d57e,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011012,39.145497,-86.531598,"{""181050015011"":19,""181050004021"":13,""181050015012"":12,""181050010011"":10,""181050011022"":10,""181050013051"":9,""181050016002"":9,""181050011014"":9,""181050013011"":8,""181050016001"":8,""180939507003"":7,""181050011012"":7,""181050011031"":7,""181050004013"":7,""181050005012"":6,""181050010022"":6,""181050015021"":6,""181050009041"":6,""181050001002"":6,""181050005023"":6,""181050013032"":6,""181050013033"":5,""181050008004"":5,""180939507001"":5,""180559547022"":5,""181050014022"":5,""180973904031"":5,""181050011032"":5,""181050010012"":5,""181050006021"":5,""181050014025"":4,""181199558004"":4,""181050011011"":4,""181050008001"":4,""181050003013"":4,""181050010013"":4,""181179513001"":4,""181050009034"":4,""180939507004"":4,""181050009012"":4,""181050006022"":4,""181050013041"":4,""181530505003"":4,""180939505001"":4,""181095110003"":4,""181050009031"":4,""180939505002"":4,""181050010024"":4,""181050007003"":4,""181050014021"":4,""181050001001"":4,""181050006012"":4,""181050015022"":4,""180559549002"":4,""181050012001"":4,""181050015013"":4,""181050012006"":4,""181050010023"":4,""181050013012"":4,""181050014011"":4,""181050003012"":4,""181050002013"":4,""181050012003"":4,""181095107013"":4,""181199557002"":4,""180719682003"":4,""181050009043"":4,""181050001003"":4,""181050005021"":4,""181050012005"":4,""181050007002"":4,""181050005022"":4,""181095106004"":4,""180939508002"":4,""181050004011"":4,""180973803003"":4,""180939505003"":4,""180939506002"":4,""482139513003"":4,""180610601003"":4,""181199558001"":4,""181199559001"":4,""181199558002"":4,""181050007001"":4,""180939504001"":4,""181050013031"":4,""180939507002"":4,""181050011021"":4,""180939506003"":4,""180939513002"":4,""180939506001"":4,""518100460142"":4,""180559554003"":4,""181050005013"":4,""180139749003"":4,""181050013043"":4}",,,4,,,,,4,,4,,,8,9,
sg:128b523522ea49b1b92ec47d9e22522e,Interstate Batteries,3301 W Jonathan Dr,Bloomington,IN,47404,811111,SG_BRAND_23c9be9e1c33c68,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013013,39.168344,-86.576899,"{""181050005013"":10,""180559547022"":6,""181050012005"":5,""181050013032"":5,""181050005012"":5,""181179513001"":4,""180632107001"":4,""181050015021"":4,""181050008004"":4,""181050011011"":4,""180939505001"":4,""181050012004"":4,""180139747003"":4,""181050006012"":4,""180939506001"":4,""181050012003"":4,""181050012001"":4,""181050014012"":4,""181050011031"":4,""181050007002"":4,""181050009031"":4,""181095109003"":4,""181050001002"":4,""181050010013"":4,""180559547021"":4,""180559548004"":4,""181050004021"":4,""181050013031"":4,""181050012006"":4,""181050009033"":4,""181050005022"":4,""180559553002"":4,""181050015022"":4,""181050009034"":4,""181199559001"":4,""180559547012"":4,""181050005011"":4,""181050013011"":4}",,,,,,,,,,5,,4,,,
sg:fb0363f110b349ed8b5a05798c2a0973,Millie Ann's Boutique,7149 Whitestown Pkwy,Zionsville,IN,46077,448120,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180118106033,39.949045,-86.333282,"{""181050016001"":7,""180118106032"":5,""180118106031"":4,""180118106052"":4,""180973101034"":4,""180118106051"":4,""180118106013"":4,""180118106053"":4,""180118106033"":4}",,,,,,,,,,,,,7,,
sg:46d51cdd8f2946149478d8b6e090a823,IU Credit Union,105 E Winslow Rd,Bloomington,IN,47401,522110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011012,39.136429,-86.529831,"{""181050011022"":6,""180939505001"":6,""181050011013"":4,""181050011021"":4,""181050012006"":4,""181050008003"":4,""181050013011"":4,""181050001001"":4,""181050003014"":4,""181050015022"":4,""181050003021"":4,""181050011031"":4,""181050012005"":4,""181050015012"":4,""180939506003"":4,""180939505002"":4,""181050007002"":4,""181050010011"":4,""181050015013"":4,""180950119002"":4}",,,,,,4,4,,,4,,,,,
sg:045177953c514f028654f0e9764d3419,Union Street Center,445 N Union St,Bloomington,IN,47406,522110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050002022,39.170632,-86.509793,"{""181050002022"":6,""181050003021"":4,""170316403006"":4}",,,,,6,,4,,,,,,,,
sg:9d8a6435979f47979cf379f427873f09,Members Choice Federal Credit Union,520 W Patterson Dr,Bloomington,IN,47403,522110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050004012,39.154156,-86.539661,"{""181050012002"":4,""180719680003"":4,""180559547014"":4,""181050006021"":4,""181050011021"":4}",,,,,,,,,4,,,,,,
sg:98ce1eaad1fe44af87c45237f309e1b4,Marathon,1307 W 3rd St,Bloomington,IN,47404,447110,SG_BRAND_faaaac9cb18c500a97c03eec92d6b8fc,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050006011,39.163933,-86.551264,"{""181050004011"":9,""181050013011"":7,""181050004013"":7,""181050006012"":6,""181050010013"":6,""170999622004"":5,""181050006022"":5,""181050006011"":5,""180973213002"":4,""181199558001"":4,""181050012005"":4,""181050011012"":4,""181050009032"":4,""181050011013"":4,""180279545004"":4,""181050013032"":4,""181050003011"":4,""180559547021"":4,""180559551002"":4,""181050004021"":4,""181050010024"":4,""181050005013"":4,""181050013014"":4,""180816106062"":4,""181050014012"":4,""210670042041"":4,""180594110003"":4,""180139749001"":4,""181050005012"":4,""181050016001"":4,""181050014023"":4,""181050013043"":4,""180973410002"":4,""181050015013"":4}",,,,,,,,,,4,4,4,4,,
