safegraph_place_id,location_name,street_address,city,region,postal_code,naics_code,safegraph_brand_ids,date_range_start,date_range_end,poi_cbg,latitude,longitude,visitor_home_cbgs,x181050002011_visits,x181050002012_visits,x181050002013_visits,x181050002021_visits,x181050002022_visits,x181050003014_visits,x181050003021_visits,x181050007003_visits,x181050012002_visits,x181050012005_visits,x181050013014_visits,x181050014012_visits,x181050016001_visits,x181050016002_visits,x181050016003_visits
sg:09580b05619b451c8630ee00d980bce7,Wendy's,221 W 2nd St,Bloomington,IN,47403,722513,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050003011,39.161109,-86.535772,"{""181050004011"":9,""181095107013"":8,""181050004021"":8,""181050006012"":7,""181050016002"":7,""181050004013"":6,""181050013011"":6,""181050006021"":6,""181050001001"":5,""181050010013"":5,""181050011014"":5,""181050011021"":5,""180559548004"":4,""181050005013"":4,""181050006022"":4,""181050015011"":4,""181050015013"":4,""180050111003"":4,""181199559003"":4,""180939512002"":4,""250010116003"":4,""180559547022"":4,""180559547012"":4,""181050012005"":4,""181199558001"":4,""180571108121"":4,""181050011012"":4,""181050003011"":4,""180816107021"":4,""181530501004"":4,""181050007001"":4,""181050013042"":4,""181050003013"":4,""181050013013"":4,""181050011031"":4,""180559547014"":4,""181050006011"":4,""181050001003"":4,""180559547021"":4,""181050003014"":4,""180030102023"":4,""181050005023"":4,""180559554003"":4,""181050012006"":4,""181050010023"":4,""181050011011"":4,""181050016001"":4,""181050010012"":4,""181050008003"":4,""181050013031"":4,""181050005011"":4,""181050011022"":4}",,,,,,4,,,,4,,,4,7,
sg:b9effe86735b41d481e3e8dfa6ccb9d7,Burger King,2498 S Walnut St,Bloomington,IN,47401,722513,SG_BRAND_60d8d6d29e2c4b14f4ea1983baefd36e,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011012,39.136258,-86.531414,"{""181050011022"":15,""181050011031"":14,""181050015012"":11,""181050011014"":10,""181050011021"":10,""181050012006"":9,""181050010022"":7,""181050015013"":7,""180939506003"":6,""181050015011"":6,""180559547022"":5,""181050005012"":5,""181179514002"":4,""181050011012"":4,""181050011013"":4,""181050011011"":4,""181050004013"":4,""181050013011"":4,""180210401001"":4,""181050007001"":4,""181050014025"":4,""180939508002"":4,""210419502004"":4,""180939505002"":4,""181050008003"":4,""181050005021"":4,""181050011033"":4,""181050005023"":4,""181050012005"":4,""181050004022"":4,""181050010024"":4,""181050014011"":4,""181050012002"":4,""181050003011"":4,""210930009014"":4,""181050010021"":4,""181050015021"":4,""180379533003"":4,""181050013013"":4,""181050004021"":4,""181050012003"":4,""181050006012"":4,""180939507003"":4,""180939505001"":4,""180939507001"":4,""181050013014"":4,""180973422003"":4}",,,,,,,,,4,4,4,,,,
sg:564d724a5ad9492197007905a616592f,Arby's,535 S Walnut St,Bloomington,IN,47401,722513,SG_BRAND_f004042e34f9a89a218a216365ccd2c4,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050003011,39.159994,-86.533292,"{""391259602002"":7,""181050004021"":7,""181050003011"":5,""181050011031"":5,""181050001002"":4,""181050012002"":4,""181079572002"":4,""181050011022"":4,""181050004012"":4,""180973203032"":4,""180239504001"":4,""181050008004"":4,""181050013032"":4,""181095107013"":4,""181050006011"":4,""181050011033"":4,""060371398021"":4,""181050012003"":4,""181050014022"":4,""181050011013"":4}",,,,,,,,,4,,,,,,
sg:f21e275d94cb423a84b06adf90b8477f,McDonald's,2300 N Walnut St,Bloomington,IN,47404,722513,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050008003,39.187164,-86.533683,"{""181050016001"":17,""181050008004"":16,""181050007001"":15,""181050014012"":14,""181050006021"":12,""181050011014"":11,""181050013011"":10,""181050013032"":10,""181050004021"":9,""181050006012"":9,""181050016002"":8,""181050013012"":8,""181095106004"":8,""181050014022"":7,""181050008002"":7,""181050001002"":7,""181050011013"":6,""180050115002"":6,""180939506001"":5,""180632106081"":5,""181050004011"":5,""181050014011"":5,""181050006022"":5,""180632106033"":5,""181095102024"":4,""181050013043"":4,""181095110005"":4,""181050013013"":4,""180973803003"":4,""180816107012"":4,""181050004013"":4,""181050009034"":4,""181199559001"":4,""181095107023"":4,""181050012005"":4,""181050013014"":4,""180594104002"":4,""181050015011"":4,""181050005013"":4,""180594110003"":4,""181199558001"":4,""180632107001"":4,""181050015012"":4,""180430710033"":4,""181050013051"":4,""181050007003"":4,""181050015013"":4,""180571109061"":4,""181730307042"":4,""181050008001"":4,""181050011022"":4,""180571108061"":4,""181410120001"":4,""180939506004"":4,""180973201061"":4,""181050001003"":4,""181259539001"":4,""180559547014"":4,""181095107013"":4,""181050005021"":4,""180816107021"":4,""180571104032"":4,""181095107012"":4,""181050013031"":4,""180559553005"":4,""180279546004"":4,""180571111012"":4,""181050012001"":4,""180890434041"":4,""181050014024"":4,""181670102011"":4,""060590422034"":4,""180816105003"":4,""180559551002"":4,""181050008003"":4,""181095108001"":4,""180118106013"":4,""180973804023"":4,""180816101003"":4,""180816105001"":4,""180670002003"":4,""180939504002"":4,""471570217512"":4,""181050015022"":4,""181050011031"":4,""181050014023"":4,""180973103121"":4,""181050009041"":4,""180559547022"":4,""180139747003"":4,""181095110004"":4,""180939506003"":4,""181095101001"":4,""181199559002"":4,""180632101022"":4,""181139717004"":4,""181050005012"":4,""180571110011"":4,""181050014021"":4}",,,,,,,,4,,4,4,14,17,8,
sg:2046d03413ed4c4a96eaa1a9091ea788,Subway,401 S Woodlawn Ave,Bloomington,IN,47401,722513,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050003021,39.162882,-86.5225,"{""181050009042"":4,""181050003014"":4}",,,,,,4,,,,,,,,,
sg:5d08b6e5477045b3832e0c38d7674af0,Jane's Pretty Pet Parlor,2910 S Leonard Springs Rd Ste 3,Bloomington,IN,47403,453910,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050005023,39.134436,-86.583273,"{""181050013041"":4,""181050010013"":4,""181050011014"":4,""181050015013"":4,""180559547022"":4,""181050005012"":4,""181050012006"":4,""181050014012"":4,""181050001003"":4,""181050013032"":4,""181050005021"":4,""011030009001"":4}",,,,,,,,,,,,4,,,
sg:b6a87d377ed74e4fbecb0127adee3df1,PetSmart,240 N Gates Dr,Bloomington,IN,47404,453910,SG_BRAND_d9a3806438bfe925df89671009a2363b,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013013,39.16773,-86.575173,"{""181050006012"":9,""181199559001"":9,""181050013032"":9,""180559547011"":8,""181050013033"":7,""181050007001"":6,""181199558001"":6,""181050013011"":6,""181050005012"":6,""181050013042"":5,""181050015011"":5,""181050012001"":5,""181050015022"":5,""181050015012"":5,""181050011031"":5,""181050012005"":5,""181050013043"":5,""181050004022"":5,""181050014011"":4,""060670074141"":4,""181050006021"":4,""181050011013"":4,""181179515001"":4,""181050013031"":4,""181050009011"":4,""180939508003"":4,""180939507001"":4,""181050011032"":4,""181050013012"":4,""181050005023"":4,""181050005021"":4,""181050015013"":4,""181050004011"":4,""180939510001"":4,""181050009034"":4,""181050011022"":4,""180939505001"":4,""181050013041"":4,""181050001003"":4,""181050011014"":4,""181050011011"":4,""181050013051"":4,""180559547022"":4,""180559548002"":4,""180559554003"":4,""180939507004"":4,""180559547013"":4,""180939511002"":4,""181670014003"":4,""181050014025"":4,""290770007002"":4,""181050012006"":4,""181050006022"":4,""180559547012"":4,""181050015021"":4,""181050016001"":4,""180559554004"":4,""180559553002"":4,""180990202022"":4,""180559553001"":4,""181050003011"":4,""181095110004"":4,""180939506001"":4,""181050013014"":4,""181050010024"":4,""181199559003"":4,""180559549004"":4}",,,,,,,,,,5,4,,4,,
sg:62d3930a768540c88434a4ddbf2016ae,Therapeutic Massage,716 N Walnut St,Bloomington,IN,47404,812199,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050016002,39.173454,-86.533058,"{""181050016001"":6,""180973810013"":4,""170318052011"":4,""181050011021"":4,""181050013042"":4}",,,,,,,,,,,,,6,,
sg:48dfacd5a6b24056987fcb454f7eb507,Bloomington High School South,1965 S Walnut St,Bloomington,IN,47401,611110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011012,39.142993,-86.529038,"{""181050011022"":4,""181050011012"":4,""180939506003"":4,""181050016002"":4}",,,,,,,,,,,,,,4,
sg:445cad2fd89b4b43bd8339184ddbe68a,Edgewood Intermediate School,7600 W Reeves Rd,Bloomington,IN,47404,611110,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013041,39.232921,-86.641562,"{""181050013012"":4,""181050013014"":4,""181050013041"":4,""181050013051"":4,""181199556003"":4,""181050013011"":4,""181670005001"":4}",,,,,,,,,,,4,,,,
sg:cc669ce5eaed40e4a7c8a83e1f76ab0d,Duling Insurance,430 Fletcher Ave,Spencer,IN,47460,524210,,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181199558001,39.289804,-86.756139,"{""181050016002"":5,""181199558003"":4,""181199556001"":4}",,,,,,,,,,,,,,5,
sg:fa18cb8f1a3943a3b164cf255bd8d32f,Walmart,3585 W State Road 45,Bloomington,IN,47403,452319,SG_BRAND_04a8ca7bf49e7ecb4a32451676e929f0,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050005012,39.141327,-86.580213,"{""181050004021"":69,""181050013032"":55,""181050004013"":50,""181050013011"":48,""181050005023"":46,""181050013051"":45,""181050005012"":42,""180559547022"":40,""181050013043"":40,""181050006012"":37,""181050005021"":37,""181050006021"":36,""181199559003"":35,""181050012005"":34,""181050012001"":34,""181050013031"":33,""180559547012"":32,""181050005011"":31,""180559547014"":31,""181050015013"":29,""181050013041"":29,""181050013014"":29,""181050015012"":29,""181050011022"":28,""181050008004"":28,""181050015021"":26,""181050013033"":26,""181050011031"":25,""181050005013"":25,""180559547011"":22,""180559547021"":22,""181050013012"":22,""181199559001"":22,""181050011021"":22,""181199558001"":22,""180939506003"":21,""181050004011"":21,""180559547013"":20,""181050004022"":20,""181050012006"":19,""181199557002"":19,""181050012003"":19,""181050011014"":18,""181050013013"":17,""181199555001"":17,""181050016001"":17,""181050013042"":17,""181050012002"":17,""181199557001"":17,""181199558002"":16,""181050012004"":16,""181050010024"":16,""181199559002"":15,""181050009034"":15,""181050011032"":15,""181050005022"":15,""180559554003"":14,""181050007003"":14,""181050011013"":14,""180939505001"":13,""181050015011"":13,""181050011011"":13,""181050009031"":13,""180939506001"":13,""181050009033"":12,""181050003011"":12,""180939506004"":12,""181199558003"":12,""181050011012"":12,""181050014023"":11,""181050006022"":11,""181050014012"":11,""181050007001"":11,""181050016002"":10,""180559548001"":10,""181199555002"":10,""181050007002"":9,""181050014024"":9,""181050009042"":9,""180559553001"":9,""181050010022"":9,""180571105081"":8,""181095110004"":8,""181199558004"":8,""181050014011"":8,""181050001002"":8,""181050010013"":7,""181095107023"":7,""180939505003"":7,""181050006011"":7,""181050001003"":7,""180973804023"":7,""181199556003"":7,""180559554001"":7,""180139747003"":7,""181050010012"":6,""181050010011"":6,""281559502002"":6,""181199557004"":6,""180939512002"":6,""181050009012"":6,""181050001001"":6,""181050015022"":6,""181050014021"":6,""180279543001"":6,""180559554004"":6,""181050014022"":6,""180559548004"":5,""181050009043"":5,""180139748003"":5,""181050011033"":5,""181095110001"":5,""181630101005"":5,""181050008001"":5,""171599783002"":5,""181095107021"":4,""181050004012"":4,""181050003013"":4,""181339565003"":4,""180139747001"":4,""180950106002"":4,""120710603002"":4,""181050014025"":4,""181179514001"":4,""180939513004"":4,""181095106002"":4,""180210406002"":4,""180279543002"":4,""181259542002"":4,""180390021012"":4,""180139749001"":4,""471570217512"":4,""181199557003"":4,""180939510002"":4,""180973703022"":4,""180939506002"":4,""180939512001"":4,""181139722003"":4,""180559548002"":4,""180594102005"":4,""290190018051"":4,""180050108003"":4,""483090034004"":4,""180559553002"":4,""180973220002"":4,""180939509002"":4,""180939507005"":4,""180939505002"":4,""181095110005"":4,""180816106033"":4,""180939510003"":4,""181095107012"":4,""181050008003"":4,""181050008002"":4,""180559552003"":4,""181095110003"":4,""011030009001"":4,""180719676002"":4,""180379532001"":4,""471570213332"":4,""180816106032"":4,""180279547002"":4,""180973423001"":4,""180939512003"":4,""180816114002"":4,""390490095201"":4,""181095108002"":4,""181759677002"":4,""180559549004"":4,""180839554003"":4,""400239671001"":4,""181410117011"":4,""181050010023"":4,""180559551001"":4,""181095107024"":4,""181179513002"":4,""290970116003"":4,""180799605001"":4,""181730307041"":4,""180939509001"":4,""180973812051"":4,""181095107013"":4,""180571109061"":4,""180973806003"":4,""180839550002"":4,""181050009011"":4,""180890102032"":4,""180279543005"":4,""180973606022"":4,""180939508003"":4,""180973809021"":4,""181050003012"":4,""181339565004"":4,""180430710033"":4,""180559551002"":4,""180559553003"":4,""181050009041"":4,""180571108042"":4,""181050002013"":4,""181179513001"":4,""180939507001"":4,""180939511002"":4,""181050003014"":4,""181095106004"":4,""180939507002"":4,""180973808002"":4,""171635034122"":4,""180559554002"":4,""180530002002"":4,""181095102024"":4,""481130167014"":4}",,,4,,,4,,14,17,34,29,11,17,10,
sg:09d384e3cc1a47b480624b199cc029dd,Dollar General,2430 S Walnut St,Bloomington,IN,47401,452319,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050011012,39.13785,-86.532054,"{""181050011011"":6,""181050015013"":6,""181050011031"":6,""181050004021"":6,""181050015011"":5,""181050011022"":5,""181050006012"":5,""181050011012"":4,""181050010013"":4,""181050012002"":4,""181050015022"":4,""181050004013"":4,""181179515001"":4,""181050003011"":4,""181050010024"":4,""181050012006"":4,""181050012005"":4,""181050012003"":4,""181050009031"":4,""181050011021"":4,""181050005022"":4,""180939506003"":4,""181050007001"":4}",,,,,,,,,4,4,,,,,
sg:399e44b149d24f709c9278c5bb77dd1a,Walmart,8191 Upland Bnd,Camby,IN,46113,452319,SG_BRAND_04a8ca7bf49e7ecb4a32451676e929f0,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,180632106081,39.642069,-86.328181,"{""180973703011"":300,""181095101001"":201,""180973703022"":95,""180973908001"":93,""181095103001"":83,""181095101002"":83,""181095102011"":72,""180973703012"":70,""180973908002"":70,""180973703021"":69,""180632106081"":68,""181095101003"":62,""180973702024"":61,""181095102024"":57,""181095104022"":56,""181095105002"":55,""180973703023"":55,""181095104021"":50,""181095104023"":44,""181095104012"":42,""180973702023"":42,""180973423002"":40,""181095105003"":39,""180973702014"":36,""180973423003"":34,""181095103002"":33,""180973801003"":31,""181095102013"":31,""180973702022"":29,""181095102012"":28,""181095102023"":28,""180973702011"":26,""181095105001"":25,""180973702021"":21,""181095104013"":21,""181095110003"":20,""181095110002"":19,""180973423001"":18,""181095102022"":17,""181095106001"":16,""181095110001"":16,""180973702013"":16,""180973702012"":15,""181095104011"":14,""181095103003"":14,""180973424001"":11,""181095102021"":11,""181095110005"":11,""180632106071"":10,""180632108011"":10,""180632107001"":10,""180632107003"":9,""181095106003"":9,""181095107024"":9,""181095107021"":8,""181095107012"":8,""181095109003"":8,""180632110003"":8,""180973581002"":8,""181095109002"":8,""180632107002"":8,""181095108001"":7,""180632110004"":7,""181039529001"":6,""180632108023"":6,""180973412001"":6,""180632108022"":6,""180632109004"":5,""180973401122"":5,""180973581001"":5,""181339565003"":5,""180632111003"":5,""180973542003"":4,""180973309001"":4,""181095108002"":4,""180973420002"":4,""181050007003"":4,""180973426005"":4,""180816105001"":4,""180973425002"":4,""180973419021"":4,""181770104001"":4,""180973504002"":4,""180632105013"":4,""180973419031"":4,""180973907003"":4,""180816106044"":4,""131210010021"":4,""180632106062"":4,""180973421012"":4,""180973904023"":4,""180816106042"":4,""180973425001"":4,""180571108081"":4,""180559547012"":4,""180816101002"":4,""280039503001"":4,""180973603011"":4,""481179505002"":4,""180632108012"":4,""181457102004"":4,""181457102002"":4,""180973425003"":4,""180632102023"":4,""180973411003"":4,""180632101022"":4,""180973422001"":4,""180816104012"":4,""180816108011"":4,""180950020002"":4,""180816104032"":4,""180050112004"":4,""480396628005"":4,""340057030003"":4,""180973209014"":4,""181095107013"":4,""181199555001"":4,""180973571001"":4,""181199557002"":4,""180973409012"":4,""180973410001"":4,""181095107023"":4,""180973812052"":4,""180559547022"":4,""180632106032"":4,""180973576001"":4,""180973421011"":4,""180632106041"":4,""181095107022"":4,""180973103062"":4,""181095106004"":4,""181670017002"":4,""180973426003"":4,""180973573002"":4,""180973804041"":4,""180594108004"":4,""180030107071"":4,""180973553002"":4,""180973426004"":4,""120710401161"":4,""180973581003"":4,""180632110001"":4,""180973580002"":4,""181079574001"":4,""181050014021"":4,""132250402001"":4,""170318285034"":4,""180139747003"":4,""180950119002"":4,""180973805021"":4,""180632110002"":4,""180973579002"":4,""180973579001"":4,""291070904006"":4,""180973425005"":4,""180973806002"":4,""180973523002"":4,""180632109001"":4,""181670015004"":4,""180973401131"":4,""180973422003"":4,""180973101051"":4,""181050014011"":4,""180571104032"":4,""180973419041"":4,""180973904021"":4,""180632106072"":4,""180973505003"":4,""482012520001"":4,""180973103051"":4,""180973811011"":4,""040210003183"":4,""181050016001"":4,""180973408001"":4,""180816102021"":4,""180973812014"":4,""180632106033"":4,""180973416002"":4,""261179701003"":4,""180816107022"":4,""180973569002"":4,""180973305001"":4,""180632106053"":4,""180816114001"":4,""181199556001"":4,""180632106054"":4,""180973401141"":4,""180973575003"":4,""180632109003"":4,""180816109001"":4,""180594108003"":4,""180632106063"":4,""180632101021"":4,""181199555002"":4,""180973614002"":4,""180973571003"":4}",,,,,,,,4,,,,,4,,
sg:1b6eab7858824e0daceb35e4efc1c163,Family Dollar Stores,2060 E Morgan Ave,Evansville,IN,47711,452319,SG_BRAND_6db086b96ff72a99a60c4a182d90fe10,2020-04-01 05:00:00 UTC,2020-05-01 05:00:00 UTC,181630001002,37.992514,-87.526829,"{""181630001002"":20,""181630001003"":17,""181630002011"":12,""181630002012"":11,""181630023002"":9,""181630003001"":8,""181630002013"":8,""181630015002"":8,""181630001001"":7,""181630003004"":6,""181630102021"":6,""181630003002"":6,""181630102014"":6,""181630002023"":5,""181630104033"":5,""181630023001"":5,""181630014001"":5,""181630002015"":5,""181630006001"":5,""181630102022"":5,""181630002022"":5,""181630102012"":5,""181630038014"":5,""181630102013"":5,""181630024002"":4,""181630107003"":4,""181630035001"":4,""180510501001"":4,""181050007003"":4,""181630021001"":4,""181630009003"":4,""181630014002"":4,""211010206011"":4,""181630036002"":4,""181730307053"":4,""181630013001"":4,""181050006011"":4,""181730307034"":4,""181730306001"":4,""181630008001"":4,""181630105001"":4,""181630102031"":4,""181630003003"":4,""181630008003"":4,""181630010001"":4,""181630034003"":4,""181630030004"":4,""181630039002"":4,""181630024004"":4,""181630101004"":4,""181630107004"":4,""181630010002"":4,""181630021003"":4,""181290403001"":4,""181630009005"":4,""181630025002"":4,""181630102035"":4}",,,,,,,,4,,,,,,,
sg:e2febe66c59f4a82b66d73d5d6f2cc37,Dollar General,5225 W State Road 46,Bloomington,IN,47404,452319,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,2020-04-01 04:00:00 UTC,2020-05-01 04:00:00 UTC,181050013051,39.219654,-86.604244,"{""181050013032"":46,""181050013011"":40,""181050013051"":25,""181050013043"":20,""181050013042"":12,""181050013031"":11,""181050013041"":10,""181199558001"":8,""181199559003"":7,""181199558002"":7,""181050013012"":7,""181199559001"":7,""181050013033"":6,""181050013013"":6,""181050011022"":5,""181199557002"":5,""181199558003"":4,""180559547022"":4,""181050005021"":4,""181050001003"":4,""181050007003"":4,""181199556003"":4,""180559548001"":4,""180559554001"":4,""180816101003"":4,""181050005022"":4,""181050013014"":4,""181199555002"":4,""211079704002"":4,""180779660002"":4,""181199555001"":4}",,,,,,,,4,,,4,,,,
