,safegraph_place_id,poi_cbg,latitude,longitude,source_cbg,visits
23396,sg:88af83fdbfe043cbbd329f2a17d7c23c,180030103042,41.192301,-85.109139,181050002022,4
23424,sg:d78bf95759c14cb6ae5d117eb9b464aa,180571108081,39.968701,-85.937162,181050002022,4
23428,sg:eaff613a723947cb875a5e76067a97cd,180430708012,38.304981,-85.84176,181050002022,4
23430,sg:7042a5a90c244e6f8221bf4ec153f938,180973910003,39.765692,-86.159269,181050002022,4
23432,sg:af902b35561b48e68268d8fc007a6a3f,180816106052,39.603468,-86.156976,181050002022,4
23452,sg:b61c15eb587c40b1a0e7f25a3929c964,180571107002,40.032507,-85.998375,181050002022,4
23469,sg:ed7ecc1ebcbf486bb112b611db43171c,180030107071,41.177108000000004,-85.1328,181050002022,4
23472,sg:9a0cd3fc5e5e4c388299659e861e1bbc,180571108102,39.950121,-86.041771,181050002022,4
23477,sg:3b050d5dcf7b49079cc1693c938f130c,180030033041,41.120094,-85.129553,181050002022,4
23478,sg:018e3b1db1e34e518b4b2c4de70e00e3,180571109061,39.997273,-86.129582,181050002022,5
23483,sg:7cfde817c94943b3b40c40f1d0a7384d,180973402023,39.798266999999996,-86.26130699999999,181050002022,4
23488,sg:2c68989832e14f9ebfe60f8215f652ca,180973616001,39.774232,-85.975698,181050002022,4
23491,sg:70265fcb63ac4e9b863b16b309e01034,180890418007,41.552556,-87.244875,181050002022,4
23493,sg:68a022e7f8cd4c57bcb88f2fab645636,180632106071,39.712177000000004,-86.358711,181050002022,4
23494,sg:4e7eb5bb2ebc450eb74e917b0694d4a8,180890427042,41.493386,-87.468438,181050002022,4
23495,sg:1ab5919f8b8846788c6a86139132d979,180632106041,39.764142,-86.37984399999999,181050002022,6
23513,sg:210ea5b77e6f48eda5aeff85e9e0a403,180510503001,38.327027,-87.36998,181050002022,4
23534,sg:0ebbfc5c8e054e1c992868dbf07a98e4,180759631001,40.438419,-84.978966,181050002022,4
23536,sg:35277508b0cd4e879f26709a08df202e,180816106061,39.620059999999995,-86.161827,181050002022,4
23547,sg:359507e28f444bd6a60fcbcbaa72636d,180571108092,39.971903000000005,-86.00189300000001,181050002022,4
23551,sg:a30f277935a74b568d7a984e790e64ac,180571108061,39.992166999999995,-85.93125,181050002022,4
23554,sg:7c8eecdc3afb4c069460de9dbd1a156a,180816103001,39.633547,-86.119861,181050002022,4
23578,sg:d97e8d46010243338d03e0b283157f3d,180594104005,39.809141,-85.77220600000001,181050002022,4
23601,sg:014b7b66913e4793a99e34691ba8dfd5,180973103062,39.834299,-86.24403000000001,181050002022,4
23616,sg:ac9b1c5ed74b4fd0b6e2b003aa3363c3,180816102014,39.633243,-86.083384,181050002022,4
23620,sg:1b41d980e62347d6a1ca63ec44e00516,180571108101,39.929348,-86.026804,181050002022,4
23648,sg:4d8bd7b8db6344dabf5a14ab4317c281,180571108103,39.956097,-86.010287,181050002022,6
23649,sg:26fa1ba8b1d44ec4928b8eececd4e91d,180973219002,39.837569,-86.172186,181050002022,4
23660,sg:a277fb6c86194d6bb15bc82c2f283daa,180973302032,39.903559,-85.958451,181050002022,4
23661,sg:c24359b9613744a4b2571a5121a855ac,180632106063,39.762953,-86.358138,181050002022,4
23662,sg:9b0fd2dc5a9e4e62ae6fb3d998283a51,180799602002,38.984434,-85.61034699999999,181050002022,4
23664,sg:2a544d1ea6c94be8a96c8d82df1ad4f9,180973533003,39.788282,-86.152644,181050002022,4
23666,sg:52a62c86aa5a460bae8e080ae9cda0c5,180973302081,39.901959999999995,-85.95838,181050002022,5
23685,sg:d39692b366a6477c93f775ac910a80f1,180973910003,39.763971999999995,-86.155559,181050002022,6
23696,sg:0fd0931e356b431da0238f2f613006fe,180571104032,40.020547,-86.164181,181050002022,4
23704,sg:818fcc7a3fe64c62b4f78263cff4716b,180350020001,40.219508000000005,-85.380841,181050002022,4
23715,sg:c8c2b6979f1c40e789cb9f6c0c5132d1,180890425053,41.470337,-87.341964,181050002022,4
23734,sg:c4bfa817843d41b1b1de00353f3f365a,180571108072,39.958486,-86.012451,181050002022,4
23739,sg:4f08e64a8fc04128a31c47652e66a4fa,180632102011,39.856342,-86.39435300000001,181050002022,4
23742,sg:4201bf9976a745d991ff7c4fc6176ad5,180816107011,39.578573999999996,-86.15956800000001,181050002022,4
23749,sg:9c68d0b8f5794d63aafe79eaa0deeb9c,180973301052,39.904675,-86.064109,181050002022,4
23757,sg:e2d4f334378b45bc8a0c2d771f5996e6,180030115012,41.073925,-85.219016,181050002022,4
23768,sg:160069b0a2d34cda81b81dd4fe468146,180973548001,39.781121999999996,-86.113515,181050002022,4
23776,sg:8446bd83070240dfbb11b5fedb01e805,180890424024,41.489557,-87.33279300000001,181050002022,4
23783,sg:1f739b7da0b14814ab03475b83e9bf5b,180890404014,41.5546,-87.50474399999999,181050002022,4
23790,sg:ff5190f71a03487b9db20cc177442dae,180759627004,40.429573,-85.023914,181050002022,4
23818,sg:727d69a76a994bdd9fd7210fe04a331b,180139749003,39.203876,-86.247346,181050002022,4
23831,sg:9e5e00a790a64f0aa1ca0797d428fa9c,180030116052,41.038343,-85.249843,181050002022,4
23844,sg:742f95c20f90435e8f47b98d56f89ee6,180571109082,39.99974,-86.044077,181050002022,4
23848,sg:01e27a0e7cda4415ac50de70389f2783,180571109061,39.994523,-86.128628,181050002022,4
23853,sg:61b4b57323934e68943715a3e08f841b,180571111025,39.939155,-86.23874599999999,181050002022,4
23879,sg:77892b176e154644bf9568a33052a03f,180973702013,39.696458,-86.268045,181050002022,4
23880,sg:b1a4b90277354111b63b25392187a4f3,180890434041,41.287619,-87.29415300000001,181050002022,4
23888,sg:7dffdbb0ff2d4ed6be162ca1c13411e9,180571108041,39.934284999999996,-85.876972,181050002022,4
23908,sg:f7926bee8d574150ac6909a0b9b44e18,180571109052,39.982645,-86.137158,181050002022,4
24198,sg:fbc3829a76b84bb9a0ea8c62c94e03c1,60378002041,34.153381,-118.644828,181050002022,4
24203,sg:08dfccb58e4c4478a4578254593913d3,60379800281,33.942862,-118.40685400000001,181050002022,4
24213,sg:eddc903ea0de460399df3d3cf707b935,60371413041,34.1508,-118.448959,181050002022,4
24216,sg:1dac2f9f53ef4dfea894794cb0b1f882,60133451111,37.762722,-121.95271699999999,181050002022,4
24222,sg:144005c2492d44819f87912e3b8872f8,60133451151,37.723702,-121.942945,181050002022,4
24223,sg:16d9b67fe1fd4941be381ac8859834c0,60014442003,37.549368,-122.049656,181050002022,4
24227,sg:e70c6efc114d494d984803039eb445f5,60374033233,33.997777,-117.813602,181050002022,5
24230,sg:a577496bb2a74375b2f22970452adc6d,60133452032,37.812594,-121.99661299999998,181050002022,4
24235,sg:edc912e435034469b13df4c6f3197bf1,81170004014,39.477871,-106.04548500000001,181050002022,4
24237,sg:2b7c4cec3b1b414ca0963ad52140fc74,80490002024,39.8728,-105.774622,181050002022,4
24241,sg:7e92b757da33444b8c0452c50cf44e78,80490002023,39.918234000000005,-105.784108,181050002022,4
24253,sg:2d4cfe9d522c4873bc9d10003ea8a7a1,120310174002,30.321952000000003,-81.637596,181050002022,4
24254,sg:733f02fa0abc4d37a796944639056771,120990070072,26.401618,-80.162611,181050002022,4
24256,sg:c2c09cfbe7ad4b81b2ff48e0770c917a,120860012063,25.873124,-80.16533299999999,181050002022,4
24264,sg:0e98b6e6d83a49eda150ccee080911df,120869805001,25.793459,-80.277795,181050002022,4
24271,sg:871022e3350b4c0b8d9e4f9d7a26eaee,120860078041,25.689909,-80.312205,181050002022,4
24272,sg:5772723943e3454f8551522e9e7e410d,120950171031,28.371594,-81.519421,181050002022,4
24284,sg:430098b49fb24b31ab7b4004dcb315b3,120310141022,30.289183,-81.391376,181050002022,4
24287,sg:9b5fb74cd51a4859aa441f9366859fcf,120990005071,26.845744,-80.05941,181050002022,4
24291,sg:6e0c6951f7f54b51bcd97bc5eb8e0ad9,121030278021,27.785671999999998,-82.781124,181050002022,4
24299,sg:347ba9b026ad4ccdaefe2b6f5ec4db7e,120310142023,30.273667,-81.389344,181050002022,4
24300,sg:e01d0217a2544768b79711ea40a1d0a2,120990078053,26.93575,-80.160691,181050002022,4
24309,sg:3813f8a5bf114789b77fa76d676f5175,120990004072,26.939369,-80.077184,181050002022,4
24316,sg:01c30633e7b04e76a649e25d1df71a2c,120860001131,25.951863,-80.146075,181050002022,4
24317,sg:0859ffcd3831481c84f6cbab27edabc1,120210102092,26.280981,-81.827884,181050002022,4
24323,sg:1a32ce2448674ec99c9146ae54040395,120111103321,26.006381,-80.349744,181050002022,4
24341,sg:c5eee2e8dcf7423a8a16d3e8d97b2b05,131350502163,34.014465,-84.10164,181050002022,4
24342,sg:6cf48a1363284f6da74e59669b7de806,130639800001,33.640995000000004,-84.432485,181050002022,4
24346,sg:bef126e05bb44e07bc36c86cc9808efe,130890212021,33.919094,-84.29673000000001,181050002022,4
24353,sg:efc77b2340dc4c10ba2e1f6250a41251,170310813006,41.897995,-87.623632,181050002022,4
24355,sg:29f7375970e4444584ca6d9074906903,171635016043,38.549338,-90.021416,181050002022,4
24360,sg:6dddcd29652e490f8c8a2f1d9af8e467,170318084002,42.041425,-87.805346,181050002022,4
24364,sg:e64e425e802d46bbbae890bfe7188ca0,170318046033,42.046448999999996,-88.036732,181050002022,4
24372,sg:014a0ae22c31460bb27af9fbbc0bd625,170978662001,42.239264,-87.941994,181050002022,4
24375,sg:51d359b510a941b8978f97412165b8eb,170318133022,41.865654,-87.740617,181050002022,4
24378,sg:ebfc58012764447db2386805c27545c1,170978645152,42.17355,-87.985716,181050002022,4
24386,sg:f86f283d26764b1c8ec30bf9975a7266,170978645191,42.161227000000004,-87.962223,181050002022,5
24392,sg:7b51353010dd47b7b50abb2b0b793570,170499508004,39.138009000000004,-88.572189,181050002022,4
24393,sg:1e55ce2850a748efb8cc48f2a8d846dd,170438444013,41.832983,-88.024284,181050002022,4
24395,sg:60baab5c2d18414ab979cfc98b5ad737,170978645132,42.239975,-87.971653,181050002022,4
24401,sg:7ab594cd04594f21a3c581a2d312dc78,170978658022,42.170959,-87.82509399999999,181050002022,4
24402,sg:073994f6e1dd43b4bfb08e524a4575fe,170318113022,41.9087,-87.848526,181050002022,4
24406,sg:76687f20f1da4264965d50982741302c,170318390004,41.87402,-87.629467,181050002022,4
24408,sg:6f56599fc06c40e58da9c06a536ecb14,170318005001,42.106709,-87.734726,181050002022,4
24411,sg:16588d87eabb48cb88fb9f75961575e0,170318051072,42.050578,-87.99525200000001,181050002022,4
24416,sg:ee643c3422dd49dab4e3c46a985c3c06,170318027011,42.087507,-87.933728,181050002022,4
24422,sg:76621052edf04de5bfcb79a0e6d42f42,170318060011,42.059083,-87.841799,181050002022,5
24423,sg:8b5bc4362c4c44989631afa4222664ed,170318423002,41.897312,-87.656788,181050002022,4
24425,sg:b95adb6b49004dc1be61e096d3b605a5,170318119002,41.89836,-87.81110699999999,181050002022,4
24428,sg:feff5ef69f044401a0d0a82900c1bce8,170313201003,41.884692,-87.618994,181050002022,4
24432,sg:536968c2b3384e788513ab1a7719b446,170310629003,41.939693,-87.657319,181050002022,4
24442,sg:8c026647945843768b25e787d84a0123,170313204001,41.87511,-87.624525,181050002022,5
24443,sg:d746ef0857b7410687599ed3ff2d3751,171130011032,40.487838,-88.942262,181050002022,4
24445,sg:32b138efb43b4d50a1f9245b6a70238d,170318067001,42.052383,-87.709793,181050002022,4
24446,sg:49326c55b69d4e80b5e6abb4cfe40c3a,170438427021,41.832448,-88.102575,181050002022,4
24451,sg:7da2b3886ad94f9e86bd7057dd149a57,170438426022,41.835848,-88.123227,181050002022,4
24453,sg:17a845950a694b16826f82abceae1199,170318051053,42.051757,-87.994925,181050002022,4
24475,sg:07ca3ff8002c439281804b7c7ff125eb,180759630002,40.436644,-84.975775,181050002022,4
24495,sg:d84f42740d484b1ebb89662339658009,180290804001,39.146339000000005,-84.88741999999999,181050002022,4
24512,sg:57b4b4771fad41dda596cdc2141ae627,180973202043,39.914508000000005,-86.110005,181050002022,8
24513,sg:f43fcb7b518042de9d404bf4b32ee0a1,180973203044,39.908497,-86.097163,181050002022,4
24515,sg:1c16d93c4d1a4527a8387c5bc4677bb8,180890425053,41.469027000000004,-87.33199499999999,181050002022,4
24518,sg:64a0523a29294e50a0350c9c85530274,180973301052,39.906893,-86.06742,181050002022,4
24519,sg:fc44e822454c4022b5d55b1181490440,180973302042,39.870453999999995,-85.98004399999999,181050002022,4
24529,sg:905076d028664b819bff5c3e95937ca2,180571108072,39.959505,-86.004487,181050002022,4
24531,sg:9b6e6b12e16c449b9c67ae954576c442,180990205001,41.363689,-86.324137,181050002022,4
24532,sg:16362caa44fe480aa6dc300a1449c876,180973908001,39.71506,-86.295503,181050002022,66
24535,sg:7540737ba6dc434baeecbf18a32d806a,180571110082,39.973956,-86.135193,181050002022,4
24539,sg:e9523f3a9a6e40098270b891dd31264a,180973910003,39.764721,-86.159548,181050002022,4
24552,sg:5c471d533048430594991a4a092aa17f,180190505041,38.32847,-85.748809,181050002022,4
24562,sg:f9830043762544fa81f1b30e1256580a,180030115011,41.07159,-85.196842,181050002022,4
24565,sg:eedc7d67cbaa4a48bc7a6870473e0cd8,180973809022,39.667660999999995,-86.087428,181050002022,5
24570,sg:0e76f3ccba2742a1a02bc913f8461c86,180973812031,39.648118,-86.13739699999999,181050002022,4
24580,sg:d1dc3928de774fed9269266d08086fe8,180571108072,39.959402000000004,-86.009951,181050002022,4
24582,sg:68bae165c5824d9eb373e02d2b0bc7eb,180973214004,39.866757,-86.119838,181050002022,4
24584,sg:74d97f16a70e4faf92c5fd006a935772,180816103001,39.631964,-86.12017,181050002022,4
24590,sg:0b7a94f8f1de421a9be67d94e57bcb1c,180050111002,39.309934999999996,-85.960709,181050002022,4
24592,sg:e9a88a06fac5435c8058b19f89377911,180430703011,38.334486,-85.796711,181050002022,4
24593,sg:845f253935894542a2a0a6dc55fd1481,180479601003,39.314986,-85.209424,181050002022,4
24601,sg:72acd4f3a0994aaca93643f1fc085642,180350029004,40.231871999999996,-85.411025,181050002022,4
24611,sg:a80a777e4d564dd194459db290bf3565,180571108101,39.927626000000004,-86.024548,181050002022,4
24614,sg:682e20ddcca44687beefe9fa542b27af,180430710051,38.335229,-85.79790600000001,181050002022,4
24616,sg:11629b15ed764d34b8558fa57eb3c7cd,180430711043,38.288604,-85.91263000000001,181050002022,4
24620,sg:6f0f25d033324ed4a5823b3a0f72689d,180950118001,39.990961999999996,-85.84269300000001,181050002022,4
24626,sg:3fc5b2032d5842e2b3eb47f15defab98,180699616001,40.904026,-85.508986,181050002022,4
24638,sg:90ebb3225ff94a95addfe743c8aac84f,180890424023,41.487241999999995,-87.364906,181050002022,4
24642,sg:d195cacf74914bba9b51aac39c402060,180571109061,39.996305,-86.131153,181050002022,4
24655,sg:3455b3abb65c4ba481851f21578ebff2,180030117011,40.97587,-85.300094,181050002022,4
24661,sg:9b0293473172461ba30759c2320309b9,180890428021,41.481827,-87.519131,181050002022,4
24667,sg:e312abb520754b4ead3f72c308d5c8ee,180571108061,39.970594,-85.983685,181050002022,4
24676,sg:d1391d82a2e347329a433489915d4bd1,180190501002,38.269882,-85.749789,181050002022,5
24678,sg:cd57a8fa3f374f6c80916ad68526c928,180973202043,39.915983000000004,-86.110159,181050002022,4
24679,sg:5c9cbc90dfa64d2181fb68c8228bafd1,180973101041,39.912262,-86.22120699999999,181050002022,4
24689,sg:db858098ab1444c58d5d6ae36d62f997,180571109061,39.998852,-86.130409,181050002022,4
24692,sg:230807c5adf549698cc232b6b6ff9004,180571108061,39.994896999999995,-85.928912,181050002022,6
24708,sg:41787ba05abc4e04958db32217f36950,180973302091,39.871781,-85.95521600000001,181050002022,4
24723,sg:0add67cc50294f0e85d1aa929b341139,180632102011,39.854492,-86.39262099999999,181050002022,4
24725,sg:c765ae316aea4e7ca19f8e0d3e9c0f48,180190505032,38.31508,-85.76456,181050002022,5
24731,sg:8ff2e4d5eb254624bd98b5594fd6676a,180632106061,39.762347999999996,-86.38755400000001,181050002022,4
24737,sg:5837299049064c1a96574fcc99757ac7,180571110011,39.947101,-86.237608,181050002022,4
24738,sg:fbbaa71b5005430093d83c90b0b62fbc,180050101004,39.202263,-85.922155,181050002022,4
24744,sg:b45a12d2a8e5440e91c68c74d6a06f29,180571110082,39.969243,-86.127488,181050002022,4
24750,sg:1a0bdc2b2fad4b85bdc1c602b23db8cb,180571104031,40.000802,-86.113068,181050002022,4
24759,sg:4ff3a2b9f80c41f5919a10bb52033e67,180816103001,39.624819,-86.11848499999999,181050002022,4
24765,sg:03ad80b1a38c485fa2dbdf69e8d9dc6e,180571108041,39.957235,-85.917702,181050002022,4
24776,sg:f4b9ea309b754dcd85a4238af5497545,180571108121,39.958588,-86.042011,181050002022,4
24780,sg:2ee03beb9bd644ab81b47a23f36e721c,180118106033,39.94999,-86.338826,181050002022,4
24782,sg:5480375298fa44cc83255e7848dca1f3,180973904052,39.6665,-86.078677,181050002022,4
24784,sg:12dfea47a3254a6a829afbd0bb454b15,180973901022,39.711361,-86.082109,181050002022,4
24787,sg:fa50793cb4ff425fad0efff2170c4b2d,180973101041,39.912125,-86.21994000000001,181050002022,4
24790,sg:0c844b6901084330a321b2a84dd74a55,180571104031,40.001616,-86.126127,181050002022,6
24795,sg:39b5ffa6e41c423cb7adf5bae40180af,180973402023,39.7983,-86.263464,181050002022,4
24802,sg:869958b1813c4f589944cfe14feb098c,180890102014,41.597065,-87.267543,181050002022,4
24815,sg:c9bafc4262ed482f96c62076b180e71a,180430708012,38.306642,-85.84201800000001,181050002022,4
24831,sg:c1286f9f2a844b068b37fea60afd0da8,180430710042,38.373684000000004,-85.987802,181050002022,5
24846,sg:62dc9262c6e14ce98ee5b35e598b904f,180030104001,41.190374,-85.193694,181050002022,4
24847,sg:690832ffecd1481a87cef873644cd668,180890431023,41.38978,-87.36128199999999,181050002022,4
24864,sg:65d6ccdafd1845d8a88039d5a11bdf92,180571107002,40.033714,-85.998935,181050002022,4
24870,sg:90d98dc0e044444c90f0061d657ac993,180632107003,39.699678999999996,-86.41678,181050002022,4
24883,sg:e20bb07fe8704cd298a627355a538e30,180890404014,41.563208,-87.508522,181050002022,4
24884,sg:e93acdbc220a4021a69bf76422c322a8,180973301052,39.907377000000004,-86.0583,181050002022,4
24889,sg:6cda991b9e0a479ea9cf2eeb239b64f6,180118106051,39.944963,-86.26019699999999,181050002022,4
24910,sg:45f9dc760fba45349ef5ebe13e1c3459,180973910001,39.774464,-86.161631,181050002022,4
24929,sg:eaf24018e3f24a3ab3ed8df28de99f26,180390006001,41.678339,-85.88725500000001,181050002022,4
24940,sg:0668d4b75a57413ebde620db76ee0595,180030115021,41.058982,-85.218428,181050002022,4
24941,sg:fe63f34e00b342aa9a0b9b26b6f82721,180890434041,41.290634000000004,-87.294736,181050002022,4
24958,sg:1c35c0305cec40d6bd18cd9f00a30f83,180290802024,39.225840999999996,-84.85904000000001,181050002022,4
24961,sg:8ed7b84290be4f769f2a0d6dbb33881b,180118104001,40.061214,-86.47215600000001,181050002022,6
24962,sg:61220e86fb404caba7d658edd64d0e40,180973908002,39.694474,-86.2702,181050002022,6
24963,sg:d5836e1d72454dd4bf495c5c8a0ca4cd,180816106043,39.566476,-86.25037900000001,181050002022,4
24967,sg:9c3bc08337bd47a9bfe0ad540a823b53,180571104012,40.060674,-86.151553,181050002022,4
24971,sg:04e02d7ad749492dab374a178266931c,180390029002,41.686221,-85.970153,181050002022,4
24989,sg:73c3a7ff871e40c695b5221aaf05b241,180632105011,39.761224,-86.502701,181050002022,4
25247,sg:4ac4c65f74ec4a2f89e0c7376e5c057d,150090311023,20.881867,-156.475754,181050002022,4
25252,sg:2c423fd8604744a7919f3c02b7316238,40131138021,33.435824,-111.99717,181050002022,4
25253,sg:975168a908b84a4cb817b3d2a3036482,40131138021,33.432164,-112.011223,181050002022,5
25260,sg:ad7b282ed6094e80b47839416148269a,60014507431,37.689840999999994,-121.90294399999999,181050002022,4
25262,sg:aaf7c3b206684aeaaf9ff614eb589a33,60270004003,37.368156,-118.395003,181050002022,4
25264,sg:44379474b1ba4af39fa9cf5123553ff7,60599800001,33.809515999999995,-117.924842,181050002022,4
25268,sg:337fb6aefe6c4388bd5ef3925750d063,61110069001,34.182859,-118.878854,181050002022,4
25290,sg:f9f299d5344145c299d43be36c34a7f6,60376203052,33.899649,-118.412452,181050002022,4
25293,sg:d8f52d697c2241c58e8a1222ea7baeb0,61110069001,34.182743,-118.87791499999999,181050002022,4
25312,sg:0931f2e43fc341a9910495f236eff6a4,81170004024,39.479108000000004,-106.044578,181050002022,4
25330,sg:17171f24255b4c869a85ca814c2d16a7,120110802001,26.072073,-80.149111,181050002022,10
25336,sg:8f0334280100413e9fba82c2ca3f5075,120310103011,30.490144,-81.683859,181050002022,4
25339,sg:612c4794e9864541aac251c59dbaaaf4,120710401181,26.443724,-81.768048,181050002022,4
25343,sg:435aca1178484586b424397b8b7b3950,120860059013,25.762998,-80.298896,181050002022,4
25344,sg:c0d4bb1979c544a2bcfa6cb557dc1f15,120110601204,26.157566,-80.32624100000001,181050002022,4
25349,sg:ff21cbc22b1745cf980baedca852a7c9,120210102091,26.253612,-81.819811,181050002022,4
25357,sg:41d30bb05c824534bbb92b90fa4ac443,120860028002,25.799375,-80.19793100000001,181050002022,4
25362,sg:edd27d1a9d9a40b49e60745fe59c6c88,120860068011,25.729948,-80.239396,181050002022,4
25368,sg:bc6c58c6a8dc435490475d613a37fb04,120990065022,26.461416999999997,-80.07065899999999,181050002022,4
25370,sg:8e3d4165e27b48669f3e815f141de06c,120860039213,25.837973,-80.120351,181050002022,4
25371,sg:004b4ce603cc4ce5ad21109c8fa771bb,120990075011,26.353453000000002,-80.086075,181050002022,4
25372,sg:97a8e98718f245879efb76aa6c8c9e31,120860001331,25.972197,-80.14234300000001,181050002022,4
25373,sg:dc548638607543279cbbe1e97f75ba26,121090208021,30.112803999999997,-81.589894,181050002022,4
25375,sg:97fe0f312d7e4ef487159db9ab8796f2,120110703124,26.101614,-80.364547,181050002022,4
25386,sg:a4e42e1b1a9b4b92b33703f8658ce8b7,120111103321,26.006636999999998,-80.3475,181050002022,4
25391,sg:28831fe02f904971932be2bc9ef5e810,120111103341,26.003513,-80.336911,181050002022,4
25392,sg:122e9d1cd7cd4c5e9b69fec4ce0968b7,120310144011,30.256146,-81.526987,181050002022,4
25394,sg:251ad9cdbe0a4b698bc6951aed7c8b4e,120990018023,26.723418,-80.088225,181050002022,4
25395,sg:0918d18930ee4208aa2b3288474c366f,120860038033,25.897114000000002,-80.12320799999999,181050002022,4
25396,sg:592023b697654be79764e580fc2e772c,120990075052,26.348903999999997,-80.08523199999999,181050002022,4
25398,sg:0ac59b93541d4e6e848e3f57423606c5,120310159222,30.219822999999998,-81.565087,181050002022,4
25400,sg:4d8d760128224ec2bcf9402b864cd3d0,120310103011,30.491428999999997,-81.683989,181050002022,4
25401,sg:ec043765c8b04485ae0d0c1a9a5ece18,120860037031,25.771154,-80.189082,181050002022,4
25402,sg:7e910f13aa0449859f06fd57aca5dfd1,120860078041,25.690256,-80.314373,181050002022,5
25408,sg:98f38eb663724c3fbfc4dc2e469bd8f4,130890212022,33.917925,-84.31662299999999,181050002022,4
25409,sg:8f8b2669aa644e23a121e80b7e08068e,130890212151,33.929517,-84.345995,181050002022,4
25418,sg:1d93bc264573440fb92efcb7f27c8225,130890211021,33.871119,-84.336822,181050002022,4
25424,sg:51f121ae91604aa1aeeebd5e60951e6d,170318200001,41.806237,-87.91735,181050002022,4
25428,sg:59693278dd72466f83f6e18b8f196855,170310816001,41.888578,-87.62854899999999,181050002022,4
25429,sg:c68a1d16f47d458cb32b6ae8d5eb623a,170317707002,41.992637,-87.88225600000001,181050002022,4
25430,sg:87441fbb4b6a4d7aaec3ed7eb83a72de,170319800001,41.979265999999996,-87.909937,181050002022,4
25432,sg:555fefa828944f3db1bb8c54cca05f48,170318381002,41.881119,-87.674171,181050002022,4
25437,sg:7908577eb9a94135b7c4cd2d5b126648,170978645141,42.206340000000004,-87.93509300000001,181050002022,4
25438,sg:22ad602a8c2147f9bc2f2cd88fa79f82,170978645131,42.238759,-87.956985,181050002022,4
25439,sg:16ee3b58429840ee9224e13618cdbca1,170318125003,41.887828999999996,-87.780909,181050002022,4
25453,sg:ea8976aa681d4a7ca3f753bc04f1e3b6,170318331001,41.880246,-87.648912,181050002022,4
25457,sg:40440e009bed4a08acccb42f7eafb85e,171130013031,40.489027,-88.994587,181050002022,4
25467,sg:0c28de9625184c22a3d7739bbedd844f,170312801002,41.884069000000004,-87.640883,181050002022,4
25468,sg:cc414c2dabbf4b00925cebc8d9c128f4,170438443012,41.838021000000005,-88.00924,181050002022,4
25475,sg:963f7aea3b2e43439608ad34a05b9fc7,170438464123,41.779174,-88.20453499999999,181050002022,4
25478,sg:f12b42ebe1c940c4ab244e51f2a6b098,170318033003,42.08483,-87.981933,181050002022,4
25479,sg:a26e400f5298409c9977c117eecbf921,170312414001,41.910024,-87.677195,181050002022,4
25493,sg:0cce41f27ad14669a6fd98fce4d9bf94,170978636032,42.305513,-88.002572,181050002022,4
25501,sg:fe5034f558444d679781db5fb7805162,171130018002,40.474014000000004,-88.958853,181050002022,4
25504,sg:665cf756a7ae4c13976156bc0d696292,170318017012,42.138069,-87.847992,181050002022,4
25505,sg:106b6ad821134c3d9a917ef0fa129f7f,170438427021,41.835165,-88.101201,181050002022,4
25521,sg:5d1fc68aa61e433d800d78a9097ba214,170438427021,41.830206,-88.102603,181050002022,4
25525,sg:716fe2b5df4f480da05c64a08c26ff00,170318029001,42.107799,-87.971294,181050002022,4
25529,sg:23ca08bc94224a0f9490ff0810a26088,170318042021,42.153496999999994,-88.128723,181050002022,4
25535,sg:c19eb7df7b9243068e5ffa0d28976aa7,170310712001,41.924589000000005,-87.64692,181050002022,4
25538,sg:e68aa98c3a32483ba8d64f32d04cd247,170978649041,42.166333,-87.84806400000001,181050002022,4
25539,sg:0037771296084487a7eaf3730a4ad221,170318055013,42.015745,-87.839285,181050002022,5
25540,sg:e95cdc674a6e41dca21ec465b1c7e890,170313302002,41.859341,-87.629508,181050002022,4
25545,sg:5df64261b7f74647a774a687b9950ab2,170978638011,42.2439,-87.944435,181050002022,4
25547,sg:0350d265c53041ccaebbe8b2ae01a34e,170978611061,42.365569,-88.04095,181050002022,4
25554,sg:485c4d35132f46b6ab2ba37e453d6f75,170318024041,42.152693,-87.952721,181050002022,4
25558,sg:012e4f75149140fca12dbc8ad144db05,170310714002,41.922666,-87.63448199999999,181050002022,5
25574,sg:c1c3e7dbeaa34787ac7db9d3a124013c,180973214004,39.866153000000004,-86.11983000000001,181050002022,4
25581,sg:ddae97ebda8c4775af14480c5e0223af,180430705002,38.285598,-85.82617900000001,181050002022,4
25588,sg:5f38c513370546c58167ae641315a778,180571111025,39.936536,-86.231999,181050002022,4
25592,sg:ed23cc26e01f41f7a904e0c825dcc105,180973809021,39.689107,-86.08304100000001,181050002022,4
25612,sg:962c9bf3cb90492bbd67692c4c28331b,180816106052,39.605433000000005,-86.160113,181050002022,4
25619,sg:1f05959e3c5f4bc480226805acdf3605,180973809022,39.668471000000004,-86.083134,181050002022,4
25622,sg:f332977eae0d4f37b30a64ea48b20aa0,180030033041,41.120487,-85.131259,181050002022,4
25632,sg:ffb5ccc973a54a1997f96f92f6e609ed,180030033011,41.134768,-85.121904,181050002022,4
25640,sg:870eb00e65bc4331839ab2b589b23b2c,180859620001,41.252382,-85.82424499999999,181050002022,4
25644,sg:2e61e38c9a2f46c0af63d52ae09707eb,180816102011,39.619777,-86.075211,181050002022,4
25656,sg:6aaa2151fce945d2b52f21990b7d378e,180950018003,40.063045,-85.716186,181050002022,4
